h,s,v,value
93,62,184,0
93,63,183,0
93,63,182,0
93,63,183,0
91,64,180,0
90,65,181,0
90,65,181,0
90,64,182,0
90,64,182,0
90,64,182,0
90,64,182,0
90,64,182,0
90,64,182,0
90,64,182,0
90,64,182,0
90,64,183,0
90,64,182,0
90,64,182,0
90,64,182,0
90,64,182,0
90,64,182,0
90,64,182,0
91,63,182,0
90,64,183,0
90,64,184,0
90,64,184,0
90,63,185,0
90,63,185,0
90,63,185,0
90,67,184,0
90,63,185,0
90,66,186,0
90,66,186,0
90,67,184,0
90,67,183,0
90,67,183,0
90,67,183,0
89,69,184,0
90,66,185,0
89,68,187,0
90,66,186,0
90,66,186,0
90,66,186,0
90,66,186,0
90,66,185,0
90,66,185,0
90,67,184,0
90,67,184,0
90,63,185,0
90,66,185,0
90,63,185,0
92,65,187,0
94,65,191,0
94,66,190,0
94,66,189,0
93,67,190,0
94,68,192,0
94,68,192,0
94,68,192,0
94,68,191,0
94,66,192,0
94,66,192,0
94,63,191,0
94,62,192,0
93,58,192,0
93,58,193,0
91,31,172,0
94,35,176,0
94,42,176,0
95,50,177,0
95,56,182,0
95,63,183,0
95,64,182,0
95,64,184,0
93,62,182,0
91,60,180,0
91,56,178,0
91,56,179,0
92,58,181,0
91,59,181,0
91,60,180,0
91,60,180,0
94,60,183,0
94,60,183,0
94,60,184,0
94,59,185,0
94,59,186,0
94,59,186,0
94,59,185,0
93,61,184,0
93,61,184,0
93,61,183,0
93,61,183,0
93,61,185,0
93,61,184,0
93,61,183,0
93,61,183,0
93,62,184,0
91,63,182,0
91,63,181,0
91,63,181,0
91,63,181,0
91,63,182,0
91,63,182,0
91,63,183,0
91,63,183,0
91,63,183,0
91,63,183,0
91,63,183,0
91,63,183,0
91,63,183,0
91,63,183,0
91,63,182,0
91,63,182,0
91,63,181,0
91,63,182,0
91,60,182,0
91,63,183,0
91,63,183,0
91,62,184,0
91,62,184,0
91,62,185,0
91,62,185,0
90,64,184,0
91,62,185,0
90,63,186,0
90,63,186,0
90,64,183,0
90,64,182,0
90,64,183,0
92,67,184,0
91,69,185,0
92,66,186,0
91,68,187,0
92,65,188,0
92,65,189,0
92,65,188,0
92,65,188,0
92,65,187,0
92,66,186,0
92,66,186,0
92,66,186,0
92,64,186,0
92,65,187,0
92,64,187,0
92,64,187,0
94,66,190,0
94,66,189,0
94,66,188,0
94,66,189,0
94,66,189,0
94,66,189,0
94,67,190,0
94,67,189,0
94,63,190,0
94,63,190,0
95,61,191,0
95,61,193,0
94,57,192,0
94,57,193,0
91,31,173,0
94,35,177,0
94,42,177,0
95,50,178,0
95,56,182,0
95,63,183,0
95,64,182,0
95,64,184,0
93,62,182,0
91,59,181,0
92,58,181,0
91,56,179,0
92,58,181,0
91,59,181,0
91,60,180,0
91,60,180,0
94,60,183,0
94,60,183,0
94,60,184,0
94,59,185,0
94,59,186,0
94,59,186,0
94,59,185,0
94,60,184,0
